Level,Name,Rating,Tags,Url
Entity 42,The Memory Wyrm,+31,"['entity', 'rewritten']",http://backrooms-wiki.wikidot.com/Entity 42
Entity 43,Dracoliths,+11,['entity'],http://backrooms-wiki.wikidot.com/Entity 43
Entity 44,Gossip Beacons,+27,"['_cc', '_licensebox', 'bittersweet', 'entity', 'hostile', 'mystery', 'object-like', 'sapient', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 44
Entity 45,Chupavidas,+40,"['_cc', '_licensebox', 'entity']",http://backrooms-wiki.wikidot.com/Entity 45
Entity 46,Lucky Cranes,+25,"['_licensebox', 'entity']",http://backrooms-wiki.wikidot.com/Entity 46
Entity 47,[NO DATA],,,
Entity 48,Aiden,+33,"['entity', 'rewritten', 'wholesome', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 48
Entity 49,Combine,+14,"['entity', 'horror', 'mystery', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 49
Entity 50,The Numbed Man,+72,"['contest-winner', 'decepticon2020', 'entity', 'featured', 'format-screw', 'horror', 'thriller']",http://backrooms-wiki.wikidot.com/Entity 50
Entity 51,“The Heralds of Rust”,+18,"['_licensebox', 'co-authored', 'entity', 'icarus-procidens', 'nostalgi-gaius', 'the-pantheon', 'the-red-knight']",http://backrooms-wiki.wikidot.com/Entity 51
Entity 52,Null-06,+68,"['_cc', 'entity', 'level-78', 'unique']",http://backrooms-wiki.wikidot.com/Entity 52
Entity 53,The Crawlspace Creature,+41,"['entity', 'format-screw', 'horror', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 53
Entity 54,Grawlix,+28,"['_cc', '_licensebox', 'entity', 'level-11', 'wholesome']",http://backrooms-wiki.wikidot.com/Entity 54
Entity 55,Acathasia,+25,"['_licensebox', 'entity']",http://backrooms-wiki.wikidot.com/Entity 55
Entity 56,Entity 56 does not exist.,+277,"['entity', 'horror', 'mincon2021', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 56
Entity 57,Leech Adders,+24,"['_licensebox', 'animalistic', 'classicon2023', 'comedy', 'entity', 'neutral']",http://backrooms-wiki.wikidot.com/Entity 57
Entity 58,Adym,+9,"['bittersweet', 'entity', 'spookycon2021']",http://backrooms-wiki.wikidot.com/Entity 58
Entity 59,Philia,+18,"['_licensebox', 'philia', 'the-pantheon']",http://backrooms-wiki.wikidot.com/Entity 59
Entity 60,Scramby,+21,"['_cc', '_licensebox', 'animalistic', 'classicon2023', 'entity', 'neutral']",http://backrooms-wiki.wikidot.com/Entity 60
Entity 61,Coconut Snares,+28,"['_cc', 'entity', 'the-lost', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 61
Entity 62,Clinker Toys,+26,"['_cc', 'entity', 'horror', 'mystery', 'thriller']",http://backrooms-wiki.wikidot.com/Entity 62
Entity 63,The Mangled,+54,"['_cc', 'entity', 'featured', 'horror', 'mystery', 'thriller']",http://backrooms-wiki.wikidot.com/Entity 63
Entity 64,The Puzzle Maker,+28,"['_licensebox', 'co-authored', 'entity', 'in-rewrite', 'the-pantheon', 'unique', 'wholesome']",http://backrooms-wiki.wikidot.com/Entity 64
Entity 65,Moley's Comedy Club & Bar,+40,"['_cc', 'entity', 'featured']",http://backrooms-wiki.wikidot.com/Entity 65
Entity 66,Shocker Ghoul,+15,"['_non-cc', 'entity', 'horror', 'thriller']",http://backrooms-wiki.wikidot.com/Entity 66
Entity 67,Partygoers =),+105,"['_licensebox', 'co-authored', 'entity', 'horror', 'hostile', 'humanoid', 'm.e.g.', 'multiverse-canon', 'partygoers', 'rewritten', 'sapient', 'tragedy']",http://backrooms-wiki.wikidot.com/Entity 67
Entity 68,Frowning Husks Partypoopers =),+22,"['entity', 'multiverse-canon', 'rewritten']",http://backrooms-wiki.wikidot.com/Entity 68
Entity 69,The Red Colony,+12,"['_cc', 'entity', 'featured', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 69
Entity 70,Parasitic Paint,+15,"['_licensebox', 'entity', 'horror', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 70
Entity 71,The Red Knight,+146,"['_cc', '_licensebox', 'action', 'entity', 'featured', 'horror', 'mystery', 'nostalgi-gaius', 'the-red-knight', 'thriller', 'unique', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 71
Entity 72,"Man, Machine, My Dearest Creation",+65,"['_cc', '_licensebox', 'enigmatic-entity', 'entity', 'horror', 'm.e.g.', 'mystery', 'tragedy', 'unique']",http://backrooms-wiki.wikidot.com/Entity 72
Entity 73,"""Abyssal Ooze/Kirai”",+73,"['_cc', 'entity', 'featured']",http://backrooms-wiki.wikidot.com/Entity 73
Entity 74,Argos,+55,"['_non-cc', 'entity', 'eyes-of-argos', 'horror', 'mystery', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 74
Entity 75,Wranglers,+56,"['_non-cc', 'entity', 'horror', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 75
Entity 76,What the hell is this?,+56,"['_cc', 'co-authored', 'comedy', 'entity', 'overseer-stretch']",http://backrooms-wiki.wikidot.com/Entity 76
Entity 77,The Dreamweaver,+9,"['_cc', 'entity', 'horror', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 77
Entity 78,Chrono-Wisps,+22,"['_cc', '_licensebox', '_metatag', 'entity', 'featured', 'incorporeal', 'neutral']",http://backrooms-wiki.wikidot.com/Entity 78
Entity 79,[NO DATA],,,
Entity 80,Hen,+22,"['_non-cc', 'co-authored', 'entity', 'thriller', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 80
Entity 81,Elevators,+34,"['_cc', '_licensebox', 'entity', 'rewritten']",http://backrooms-wiki.wikidot.com/Entity 81
Entity 82,Koko,+35,"['_cc', '_licensebox', 'backrooms-robotics', 'entity', 'featured', 'industrialization-canon', 'mystery', 'thriller']",http://backrooms-wiki.wikidot.com/Entity 82
Entity 83,The Hermit,+39,"['_cc', '_licensebox', 'entity', 'mystery', 'thriller']",http://backrooms-wiki.wikidot.com/Entity 83
Entity 84,King Rasputin Bartholemew III,+59,"['_non-cc', 'entity', 'wholesome']",http://backrooms-wiki.wikidot.com/Entity 84
Entity 85,Paralies,+15,"['_cc', '_licensebox', 'entity', 'horror']",http://backrooms-wiki.wikidot.com/Entity 85
Entity 86,Jess,+10,"['_licensebox', 'comedy', 'entity', 'wholesome']",http://backrooms-wiki.wikidot.com/Entity 86
Entity 87,Untitled Project,+15,"['_licensebox', 'entity', 'format-screw', 'tragedy']",http://backrooms-wiki.wikidot.com/Entity 87
Entity 88,Hiveminds,+22,"['botanical', 'entity', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 88
Entity 89,Ants,+38,"['_cc', 'entity', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 89
Entity 90,The Steel,+24,"['_cc', '_licensebox', 'entity', 'm.e.g.', 'the-lost']",http://backrooms-wiki.wikidot.com/Entity 90
Entity 91,Mr. Freeman,+61,"['_cc', '_licensebox', 'entity', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 91
Entity 92,Ferren,+40,"['_cc', '_licensebox', 'b.n.t.g.', 'entity', 'unique']",http://backrooms-wiki.wikidot.com/Entity 92
Entity 93,Night Stalker Night Stocker,+29,"['_licensebox', 'entity', 'mystery', 'overseer-stretch']",http://backrooms-wiki.wikidot.com/Entity 93
Entity 94,Clickers,+46,"['_cc', '_licensebox', 'entity', 'mystery', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 94
Entity 95,Reality Bugs,+41,"['_cc', '_licensebox', 'blanche', 'entity', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 95
Entity 96,The Neighborhood Watch,+26,"['_cc', 'entity', 'level-9', 'rewritten']",http://backrooms-wiki.wikidot.com/Entity 96
Entity 97,Scream Eaters,+31,"['_non-cc', 'entity', 'horror', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 97
Entity 98,[NO DATA],,,
Entity 99,The Game Master,+61,"['_cc', '_licensebox', 'co-authored', 'entity', 'mystery', 'rewritten', 'the-game-master', 'the-pantheon']",http://backrooms-wiki.wikidot.com/Entity 99
Entity 100,You know who I am.,+59,"['_licensebox', 'entity', 'horror', 'mystery', 'overseer-andrew', 'overseer-kat', 'overseer-stretch']",http://backrooms-wiki.wikidot.com/Entity 100
Entity 101,The Squires,+37,"['entity', 'the-red-knight', 'wholesome']",http://backrooms-wiki.wikidot.com/Entity 101
Entity 102,The Headless Hunter,+17,['entity'],http://backrooms-wiki.wikidot.com/Entity 102
Entity 103,The Keymaster,+90,"['_cc', '_licensebox', 'entity', 'the-keymaster', 'the-pantheon', 'unique']",http://backrooms-wiki.wikidot.com/Entity 103
Entity 104,Photoshop,+15,"['_non-cc', 'entity', 'horror', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 104
Entity 105,Shades,+16,"['_cc', '_licensebox', 'entity', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 105
Entity 106,tgochi.exe,+75,"['_cc', 'entity', 'featured', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 106
Entity 107,Oxids,+15,"['_cc', '_licensebox', 'entity', 'horror', 'mystery', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 107
Entity 108,The Birds,+30,"['_cc', 'entity', 'horror']",http://backrooms-wiki.wikidot.com/Entity 108
Entity 109,Festa!!,+19,"['co-authored', 'entity']",http://backrooms-wiki.wikidot.com/Entity 109
Entity 110,Carnivorous Balloons,+41,"['_cc', 'entity', 'horror', 'object-like']",http://backrooms-wiki.wikidot.com/Entity 110
Entity 111,The Housekeeper,+40,"['_cc', 'entity', 'featured', 'horror', 'humanoid', 'terror-hotel-canon']",http://backrooms-wiki.wikidot.com/Entity 111
Entity 112,Wraiths,+24,"['_cc', '_licensebox', 'entity', 'eyes-of-argos', 'horror', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 112
Entity 113,The Herberts,+29,"['_cc', 'comedy', 'entity', 'mincon2021']",http://backrooms-wiki.wikidot.com/Entity 113
Entity 114,Lotka,+15,"['_cc', 'entity', 'mystery', 'tragedy']",http://backrooms-wiki.wikidot.com/Entity 114
Entity 115,The Artikeli/Created Ones,+11,"['_licensebox', 'entity']",http://backrooms-wiki.wikidot.com/Entity 115
Entity 116,Dentists,+25,"['_cc', 'entity', 'horror', 'hostile', 'humanoid']",http://backrooms-wiki.wikidot.com/Entity 116
Entity 117,[NO DATA],,,
Entity 118,NO DATA…?,+42,"['_cc', 'botanical', 'contest-winner', 'entity', 'featured', 'format-screw', 'mystery', 'spookycon2021']",http://backrooms-wiki.wikidot.com/Entity 118
Entity 119,Volpes,+24,"['_cc', '_licensebox', 'entity', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 119
Entity 120,The Officinarum,+28,"['_cc', '_licensebox', 'entity', 'horror', 'industrialization-canon', 'mystery', 'thriller']",http://backrooms-wiki.wikidot.com/Entity 120
Entity 121,The Bone Thieves,+41,"['_cc', 'entity', 'horror', 'hostile']",http://backrooms-wiki.wikidot.com/Entity 121
Entity 122,[NO DATA],,,
Entity 123,Your Name Here,+47,"['_cc', '_licensebox', 'entity', 'horror', 'hostile', 'm.e.g.', 'multiverse-canon', 'sapient']",http://backrooms-wiki.wikidot.com/Entity 123
Entity 124,The Memory Manager,+9,"['_cc', '_licensebox', 'entity', 'incorporeal', 'level-9', 'm.e.g.', 'simulation-canon']",http://backrooms-wiki.wikidot.com/Entity 124
Entity 125,[NO DATA],,,
Entity 126,The Scarecrows,+34,"['_cc', 'contest-winner', 'entity', 'goicon2021', 'masked-maidens', 'unmasked-canon']",http://backrooms-wiki.wikidot.com/Entity 126
Entity 127,[NO DATA],,,
Entity 128,ΩMEGA,+62,"['_cc', '_licensebox', 'entity', 'format-screw', 'hostile', 'incorporeal', 'mystery', 'sapient', 'thriller']",http://backrooms-wiki.wikidot.com/Entity 128
Entity 129,βETA,+46,"['_cc', '_licensebox', 'entity', 'format-screw', 'friendly', 'incorporeal', 'sapient', 'wholesome']",http://backrooms-wiki.wikidot.com/Entity 129
Entity 130,Growlers,+21,"['_non-cc', 'entity', 'horror', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 130
Entity 131,The Concierge,+33,"['entity', 'featured', 'format-screw', 'horror', 'terror-hotel-canon']",http://backrooms-wiki.wikidot.com/Entity 131
Entity 132,TV Heads,+25,"['_non-cc', 'backrooms-remodeling-co', 'entity', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 132
Entity 133,The Mail Carrier,+26,"['_cc', '_licensebox', 'blanche', 'entity']",http://backrooms-wiki.wikidot.com/Entity 133
Entity 134,Phobic Centipedes,+20,"['_cc', 'animalistic', 'entity', 'horror', 'hostile']",http://backrooms-wiki.wikidot.com/Entity 134
Entity 135,The Bellhopper,+52,"['_non-cc', 'entity', 'entity-18', 'horror', 'mystery', 'romance', 'terror-hotel-canon']",http://backrooms-wiki.wikidot.com/Entity 135
Entity 136,The Coders,+41,"['_cc', 'entity', 'horror', 'hostile', 'humanoid', 'mystery', 'sapient']",http://backrooms-wiki.wikidot.com/Entity 136
Entity 137,The Musician,+16,"['_cc', 'entity']",http://backrooms-wiki.wikidot.com/Entity 137
Entity 138,[NO DATA],,,
Entity 139,The Puppeteer,+6,"['entity', 'in-rewrite', 'wholesome']",http://backrooms-wiki.wikidot.com/Entity 139
Entity 140,Blanche,+209,"['_cc', 'blanche', 'enigmatic-entity', 'entity', 'mystery', 'wholesome', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 140
Entity 141,Ambassadors,+39,"['_cc', '_licensebox', 'entity', 'horror', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 141
Entity 142,Evolution Engine,+9,"['_licensebox', 'animalistic', 'entity', 'neutral']",http://backrooms-wiki.wikidot.com/Entity 142
Entity 143,Snatcher Weeds,+17,"['botanical', 'entity']",http://backrooms-wiki.wikidot.com/Entity 143
Entity 144,Nonbelievers,+12,"['_licensebox', '_metatag', 'entity', 'humanoid', 'mystery', 'sapient', 'tragedy']",http://backrooms-wiki.wikidot.com/Entity 144
Entity 145,[NO DATA],,,
Entity 146,[NO DATA],,,
Entity 147,𝓘𝓽'𝓼 𝓞𝓷𝓵𝔂 𝓪 𝓜𝓪𝓽𝓽𝓮𝓻 𝓸𝓯 𝓣𝓲𝓶𝓮,+23,"['_cc', 'entity', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 147
Entity 148,[NO DATA],,,
Entity 149,Theodore Kingsley,+17,['entity'],http://backrooms-wiki.wikidot.com/Entity 149
Entity 150,“The Stalkers”,+26,"['_licensebox', 'entity', 'horror', 'hostile', 'humanoid']",http://backrooms-wiki.wikidot.com/Entity 150
Entity 151,[NO DATA],,,
Entity 152,Xeroxes,+12,"['_licensebox', 'entity', 'mystery', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 152
Entity 153,[NO DATA],,,
Entity 154,Ambrosia,+10,"['entity', 'mystery', 'overseer-andrew']",http://backrooms-wiki.wikidot.com/Entity 154
Entity 155,“This Meat is Gummy”,+52,"['comedy', 'entity']",http://backrooms-wiki.wikidot.com/Entity 155
Entity 156,[NO DATA],,,
Entity 157,The Homerunners,+34,"['_cc', 'entity', 'featured']",http://backrooms-wiki.wikidot.com/Entity 157
Entity 158,[NO DATA],,,
Entity 159,[NO DATA],,,
Entity 160,Showcase presents the super-team supreme: The Backrooms Batallion!,+36,"['comedy', 'entity', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 160
Entity 161,Leeon,+40,"['_cc', 'comedy', 'entity']",http://backrooms-wiki.wikidot.com/Entity 161
Entity 162,[NO DATA],,,
Entity 163,[NO DATA],,,
Entity 164,[NO DATA],,,
Entity 165,Solitude,+73,"['_licensebox', 'entity', 'mincon2021', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 165
Entity 166,[NO DATA],,,
Entity 167,The Party Hosts,+45,"['entity', 'horror', 'in-rewrite', 'mystery', 'partygoers']",http://backrooms-wiki.wikidot.com/Entity 167
Entity 168,[NO DATA],,,
Entity 169,BOING!,+42,"['_non-cc', 'entity', 'thriller', 'wholesome']",http://backrooms-wiki.wikidot.com/Entity 169
Entity 170,Pyrochelicera,+11,"['_non-cc', 'entity', 'horror']",http://backrooms-wiki.wikidot.com/Entity 170
Entity 171,[NO DATA],,,
Entity 172,[NO DATA],,,
Entity 173,Evocationaries,+19,"['entity', 'horror', 'level-11', 'mystery', 'nostalgia']",http://backrooms-wiki.wikidot.com/Entity 173
Entity 174,[NO DATA],,,
Entity 175,Webmaker,+9,"['_licensebox', 'entity']",http://backrooms-wiki.wikidot.com/Entity 175
Entity 176,[NO DATA],,,
Entity 177,[NO DATA],,,
Entity 178,[NO DATA],,,
Entity 179,M,+44,"['_non-cc', 'entity', 'format-screw']",http://backrooms-wiki.wikidot.com/Entity 179
Entity 180,Berry,+81,"['_cc', '_licensebox', 'animalistic', 'berry', 'bittersweet', 'blanche', 'entity', 'sapient']",http://backrooms-wiki.wikidot.com/Entity 180
Entity 181,[NO DATA],,,
Entity 182,Masked Messengers,+20,"['_cc', 'contest-winner', 'entity', 'evangeline-holmes', 'goicon2021', 'masked-maidens', 'unmasked-canon']",http://backrooms-wiki.wikidot.com/Entity 182
Entity 183,Carnies,+18,"['_cc', 'entity', 'horror', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 183
Entity 184,[NO DATA],,,
Entity 185,The Comedian,+59,"['_cc', 'comedy', 'entity', 'entity-18', 'featured', 'terror-hotel-canon']",http://backrooms-wiki.wikidot.com/Entity 185
Entity 186,The Singer,+13,"['_cc', 'entity', 'in-rewrite', 'mystery', 'terror-hotel-canon']",http://backrooms-wiki.wikidot.com/Entity 186
Entity 187,Servants,+29,"['_cc', '_licensebox', 'entity', 'horror']",http://backrooms-wiki.wikidot.com/Entity 187
Entity 188,The Scomparsa,+11,"['_cc', '_licensebox', 'entity', 'horror']",http://backrooms-wiki.wikidot.com/Entity 188
Entity 189,The Macchina,+25,"['_cc', 'entity', 'the-lost']",http://backrooms-wiki.wikidot.com/Entity 189
Entity 190,[NO DATA],,,
Entity 191,The Company,+38,"['_cc', 'entity', 'goicon2021', 'the-reverence']",http://backrooms-wiki.wikidot.com/Entity 191
Entity 192,Swindlebirds,+12,"['_cc', '_licensebox', 'entity']",http://backrooms-wiki.wikidot.com/Entity 192
Entity 193,Cindy,+44,"['_non-cc', 'bittersweet', 'entity', 'friendly', 'humanoid']",http://backrooms-wiki.wikidot.com/Entity 193
Entity 194,The Crystal Sisters,+31,"['_cc', '_licensebox', 'entity', 'tragedy']",http://backrooms-wiki.wikidot.com/Entity 194
Entity 195,Endless/Nameless,+42,"['_non-cc', 'co-authored', 'entity', 'format-screw', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 195
Entity 196,Child of the Walls,+23,"['_cc', 'entity', 'm.e.g.', 'mystery', 'overseer-andrew', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 196
Entity 197,Jazzheads,+22,"['_cc', 'comedy', 'entity', 'entity-18', 'terror-hotel-canon']",http://backrooms-wiki.wikidot.com/Entity 197
Entity 198,The Plush Dino,+58,"['_cc', '_licensebox', 'entity', 'wholesome']",http://backrooms-wiki.wikidot.com/Entity 198
Entity 199,[NO DATA],,,
Entity 200,my friends,+60,"['_cc', '_licensebox', 'entity', 'object-like', 'wholesome']",http://backrooms-wiki.wikidot.com/Entity 200
Entity 201,Blue-Ringed Deerlings,+19,"['_licensebox', 'animalistic', 'entity', 'featured', 'horror', 'm.e.g.', 'neutral']",http://backrooms-wiki.wikidot.com/Entity 201
Entity 202,Bident,+19,"['_cc', '_licensebox', 'action', 'entity', 'u.e.c.']",http://backrooms-wiki.wikidot.com/Entity 202
Entity 203,[NO DATA],,,
Entity 204,Tagalongs,+23,"['_licensebox', 'entity', 'horror', 'humanoid', 'mystery', 'nostalgia']",http://backrooms-wiki.wikidot.com/Entity 204
Entity 205,[NO DATA],,,
Entity 206,[NO DATA],,,
Entity 207,Will o' Waves,+32,"['_cc', '_licensebox', 'entity']",http://backrooms-wiki.wikidot.com/Entity 207
Entity 208,[NO DATA],,,
Entity 209,[NO DATA],,,
Entity 210,Imposters,+48,"['_cc', '_licensebox', 'entity', 'horror', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 210
Entity 211,[NO DATA],,,
Entity 212,WOOOM,+20,"['_cc', 'entity', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 212
Entity 213,[NO DATA],,,
Entity 214,[NO DATA],,,
Entity 215,The Bronze Builders,+20,"['entity', 'simulation-canon']",http://backrooms-wiki.wikidot.com/Entity 215
Entity 216,Petrified Subjects of the First Prince,+27,"['_cc', 'entity', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 216
Entity 217,[NO DATA],,,
Entity 218,[NO DATA],,,
Entity 219,[NO DATA],,,
Entity 220,The Catmaster,+34,"['_cc', '_licensebox', 'co-authored', 'entity', 'the-keymaster', 'the-pantheon', 'wonder']",http://backrooms-wiki.wikidot.com/Entity 220
Entity 221,[NO DATA],,,
Entity 222,Soulsuckers,+30,"['_cc', '_licensebox', 'entity', 'horror', 'spookycon2021']",http://backrooms-wiki.wikidot.com/Entity 222
Entity 223,[NO DATA],,,
Entity 224,[NO DATA],,,
Entity 225,[NO DATA],,,
Entity 226,Lawcrows,+23,"['_cc', '_licensebox', 'entity', 'eyes-of-argos']",http://backrooms-wiki.wikidot.com/Entity 226
